diagnosticos_principales,sexos_id,sexos_nombre,urgencia_ingreso,estancia_media_hospitales_canarias,notas_observacion
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",M,Hombres,Ordinario,1.71,
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",M,Hombres,Urgente,7.35,
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",F,Mujeres,Total,5.34,
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",F,Mujeres,Ordinario,1.81,
"1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14",F,Mujeres,Urgente,7.73,
1103 Enfermedades del esófago K20-K23,T,Ambos sexos,Total,10.45,
1103 Enfermedades del esófago K20-K23,T,Ambos sexos,Ordinario,4.05,
1103 Enfermedades del esófago K20-K23,T,Ambos sexos,Urgente,14.66,
1103 Enfermedades del esófago K20-K23,M,Hombres,Total,11.14,
1103 Enfermedades del esófago K20-K23,M,Hombres,Ordinario,3.42,
1103 Enfermedades del esófago K20-K23,M,Hombres,Urgente,14.82,
1103 Enfermedades del esófago K20-K23,F,Mujeres,Total,9.44,
1103 Enfermedades del esófago K20-K23,F,Mujeres,Ordinario,4.62,
1103 Enfermedades del esófago K20-K23,F,Mujeres,Urgente,14.34,
"1104 Úlcera gástrica, duodenal y péptica K25-K28",T,Ambos sexos,Total,12.43,
"1104 Úlcera gástrica, duodenal y péptica K25-K28",T,Ambos sexos,Ordinario,23.33,
"1104 Úlcera gástrica, duodenal y péptica K25-K28",T,Ambos sexos,Urgente,11.96,
"1104 Úlcera gástrica, duodenal y péptica K25-K28",M,Hombres,Total,11.66,
"1104 Úlcera gástrica, duodenal y péptica K25-K28",M,Hombres,Ordinario,16.20,
"1104 Úlcera gástrica, duodenal y péptica K25-K28",M,Hombres,Urgente,11.44,
"1104 Úlcera gástrica, duodenal y péptica K25-K28",F,Mujeres,Total,13.77,
"1104 Úlcera gástrica, duodenal y péptica K25-K28",F,Mujeres,Ordinario,40.82,
"1104 Úlcera gástrica, duodenal y péptica K25-K28",F,Mujeres,Urgente,12.85,
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31,T,Ambos sexos,Total,12.27,
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31,T,Ambos sexos,Ordinario,13.48,
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31,T,Ambos sexos,Urgente,11.98,
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31,M,Hombres,Total,13.14,
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31,M,Hombres,Ordinario,19.23,
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31,M,Hombres,Urgente,11.76,
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31,F,Mujeres,Total,11.40,
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31,F,Mujeres,Ordinario,8.19,
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31,F,Mujeres,Urgente,12.22,
1106 Enfermedades del Apéndice K35-K38,T,Ambos sexos,Total,3.74,
1106 Enfermedades del Apéndice K35-K38,T,Ambos sexos,Ordinario,2.33,
1106 Enfermedades del Apéndice K35-K38,T,Ambos sexos,Urgente,3.94,
1106 Enfermedades del Apéndice K35-K38,M,Hombres,Total,3.68,
1106 Enfermedades del Apéndice K35-K38,M,Hombres,Ordinario,2.24,
1106 Enfermedades del Apéndice K35-K38,M,Hombres,Urgente,3.88,
1106 Enfermedades del Apéndice K35-K38,F,Mujeres,Total,3.82,
1106 Enfermedades del Apéndice K35-K38,F,Mujeres,Ordinario,2.44,
1106 Enfermedades del Apéndice K35-K38,F,Mujeres,Urgente,4.02,
1107 Hernia inguinal K40,T,Ambos sexos,Total,1.56,
1107 Hernia inguinal K40,T,Ambos sexos,Ordinario,1.39,
1107 Hernia inguinal K40,T,Ambos sexos,Urgente,2.14,
1107 Hernia inguinal K40,M,Hombres,Total,1.57,
1107 Hernia inguinal K40,M,Hombres,Ordinario,1.41,
1107 Hernia inguinal K40,M,Hombres,Urgente,2.13,
1107 Hernia inguinal K40,F,Mujeres,Total,1.49,
1107 Hernia inguinal K40,F,Mujeres,Ordinario,1.21,
1107 Hernia inguinal K40,F,Mujeres,Urgente,2.16,
1108 Otra hernia abdominal K41-K46,T,Ambos sexos,Total,3.33,
1108 Otra hernia abdominal K41-K46,T,Ambos sexos,Ordinario,2.35,
1108 Otra hernia abdominal K41-K46,T,Ambos sexos,Urgente,5.59,
1108 Otra hernia abdominal K41-K46,M,Hombres,Total,2.76,
1108 Otra hernia abdominal K41-K46,M,Hombres,Ordinario,2.04,
1108 Otra hernia abdominal K41-K46,M,Hombres,Urgente,4.66,
1108 Otra hernia abdominal K41-K46,F,Mujeres,Total,3.97,
1108 Otra hernia abdominal K41-K46,F,Mujeres,Ordinario,2.74,
1108 Otra hernia abdominal K41-K46,F,Mujeres,Urgente,6.44,
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51,T,Ambos sexos,Total,13.05,
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51,T,Ambos sexos,Ordinario,10.80,
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51,T,Ambos sexos,Urgente,13.72,
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51,M,Hombres,Total,13.71,
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51,M,Hombres,Ordinario,10.56,
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51,M,Hombres,Urgente,14.70,
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51,F,Mujeres,Total,12.32,
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51,F,Mujeres,Ordinario,11.08,
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51,F,Mujeres,Urgente,12.67,
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52,T,Ambos sexos,Total,7.32,
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52,T,Ambos sexos,Ordinario,6.39,
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52,T,Ambos sexos,Urgente,7.57,
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52,M,Hombres,Total,6.09,
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52,M,Hombres,Ordinario,4.45,
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52,M,Hombres,Urgente,6.55,
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52,F,Mujeres,Total,8.15,
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52,F,Mujeres,Ordinario,7.78,
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52,F,Mujeres,Urgente,8.25,
1111 Íleo paralítico y obstrucción intestinal sin hernia K56,T,Ambos sexos,Total,13.15,
1111 Íleo paralítico y obstrucción intestinal sin hernia K56,T,Ambos sexos,Ordinario,26.65,
1111 Íleo paralítico y obstrucción intestinal sin hernia K56,T,Ambos sexos,Urgente,10.91,
1111 Íleo paralítico y obstrucción intestinal sin hernia K56,M,Hombres,Total,12.56,
1111 Íleo paralítico y obstrucción intestinal sin hernia K56,M,Hombres,Ordinario,18.85,
1111 Íleo paralítico y obstrucción intestinal sin hernia K56,M,Hombres,Urgente,11.65,
1111 Íleo paralítico y obstrucción intestinal sin hernia K56,F,Mujeres,Total,13.77,
1111 Íleo paralítico y obstrucción intestinal sin hernia K56,F,Mujeres,Ordinario,33.32,
1111 Íleo paralítico y obstrucción intestinal sin hernia K56,F,Mujeres,Urgente,10.09,
1112 Divertículos intestinales K57,T,Ambos sexos,Total,8.32,
1112 Divertículos intestinales K57,T,Ambos sexos,Ordinario,8.31,
1112 Divertículos intestinales K57,T,Ambos sexos,Urgente,8.32,
1112 Divertículos intestinales K57,M,Hombres,Total,7.81,
1112 Divertículos intestinales K57,M,Hombres,Ordinario,5.67,
1112 Divertículos intestinales K57,M,Hombres,Urgente,8.36,
1112 Divertículos intestinales K57,F,Mujeres,Total,8.88,
1112 Divertículos intestinales K57,F,Mujeres,Ordinario,11.13,
1112 Divertículos intestinales K57,F,Mujeres,Urgente,8.28,
1113 Enfermedades del ano y recto K60-K62,T,Ambos sexos,Total,4.41,
1113 Enfermedades del ano y recto K60-K62,T,Ambos sexos,Ordinario,3.67,
1113 Enfermedades del ano y recto K60-K62,T,Ambos sexos,Urgente,4.93,
1113 Enfermedades del ano y recto K60-K62,M,Hombres,Total,4.00,
1113 Enfermedades del ano y recto K60-K62,M,Hombres,Ordinario,2.97,
1113 Enfermedades del ano y recto K60-K62,M,Hombres,Urgente,4.66,
1113 Enfermedades del ano y recto K60-K62,F,Mujeres,Total,5.10,
1113 Enfermedades del ano y recto K60-K62,F,Mujeres,Ordinario,4.72,
1113 Enfermedades del ano y recto K60-K62,F,Mujeres,Urgente,5.40,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",T,Ambos sexos,Total,12.56,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",T,Ambos sexos,Ordinario,22.44,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",T,Ambos sexos,Urgente,11.10,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",M,Hombres,Total,12.47,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",M,Hombres,Ordinario,17.42,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",M,Hombres,Urgente,11.55,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",F,Mujeres,Total,12.65,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",F,Mujeres,Ordinario,29.24,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",F,Mujeres,Urgente,10.73,
1115 Enfermedad alcohólica del hígado K70,T,Ambos sexos,Total,17.63,
1115 Enfermedad alcohólica del hígado K70,T,Ambos sexos,Ordinario,18.76,
1115 Enfermedad alcohólica del hígado K70,T,Ambos sexos,Urgente,17.50,
1115 Enfermedad alcohólica del hígado K70,M,Hombres,Total,17.74,
1115 Enfermedad alcohólica del hígado K70,M,Hombres,Ordinario,22.22,
1115 Enfermedad alcohólica del hígado K70,M,Hombres,Urgente,17.26,
1115 Enfermedad alcohólica del hígado K70,F,Mujeres,Total,17.05,
1115 Enfermedad alcohólica del hígado K70,F,Mujeres,Ordinario,3.50,
1115 Enfermedad alcohólica del hígado K70,F,Mujeres,Urgente,18.82,
1116 Otras enfermedades del hígado K71-K77,T,Ambos sexos,Total,15.77,
1116 Otras enfermedades del hígado K71-K77,T,Ambos sexos,Ordinario,10.51,
1116 Otras enfermedades del hígado K71-K77,T,Ambos sexos,Urgente,17.45,
1116 Otras enfermedades del hígado K71-K77,M,Hombres,Total,17.03,
1116 Otras enfermedades del hígado K71-K77,M,Hombres,Ordinario,8.91,
1116 Otras enfermedades del hígado K71-K77,M,Hombres,Urgente,18.99,
1116 Otras enfermedades del hígado K71-K77,F,Mujeres,Total,14.36,
1116 Otras enfermedades del hígado K71-K77,F,Mujeres,Ordinario,11.67,
1116 Otras enfermedades del hígado K71-K77,F,Mujeres,Urgente,15.50,
1117 Colelitiasis K80,T,Ambos sexos,Total,5.58,
1117 Colelitiasis K80,T,Ambos sexos,Ordinario,2.47,
1117 Colelitiasis K80,T,Ambos sexos,Urgente,8.49,
1117 Colelitiasis K80,M,Hombres,Total,6.38,
1117 Colelitiasis K80,M,Hombres,Ordinario,3.11,
1117 Colelitiasis K80,M,Hombres,Urgente,8.87,
1117 Colelitiasis K80,F,Mujeres,Total,5.11,
1117 Colelitiasis K80,F,Mujeres,Ordinario,2.16,
1117 Colelitiasis K80,F,Mujeres,Urgente,8.24,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,T,Ambos sexos,Total,9.55,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,T,Ambos sexos,Ordinario,7.70,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,T,Ambos sexos,Urgente,10.25,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,M,Hombres,Total,10.02,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,M,Hombres,Ordinario,7.64,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,M,Hombres,Urgente,10.68,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,F,Mujeres,Total,9.07,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,F,Mujeres,Ordinario,7.74,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,F,Mujeres,Urgente,9.73,
1119 Enfermedades pancreáticas K85-K87,T,Ambos sexos,Total,10.97,
1119 Enfermedades pancreáticas K85-K87,T,Ambos sexos,Ordinario,9.75,
1119 Enfermedades pancreáticas K85-K87,T,Ambos sexos,Urgente,11.13,
1119 Enfermedades pancreáticas K85-K87,M,Hombres,Total,10.48,
1119 Enfermedades pancreáticas K85-K87,M,Hombres,Ordinario,7.79,
1119 Enfermedades pancreáticas K85-K87,M,Hombres,Urgente,10.80,
1119 Enfermedades pancreáticas K85-K87,F,Mujeres,Total,11.58,
1119 Enfermedades pancreáticas K85-K87,F,Mujeres,Ordinario,11.59,
1119 Enfermedades pancreáticas K85-K87,F,Mujeres,Urgente,11.58,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),T,Ambos sexos,Total,8.79,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),T,Ambos sexos,Ordinario,6.67,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),T,Ambos sexos,Urgente,10.22,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),M,Hombres,Total,8.03,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),M,Hombres,Ordinario,4.72,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),M,Hombres,Urgente,10.07,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),F,Mujeres,Total,9.57,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),F,Mujeres,Ordinario,8.47,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),F,Mujeres,Urgente,10.39,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,T,Ambos sexos,Total,13.03,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,T,Ambos sexos,Ordinario,16.54,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,T,Ambos sexos,Urgente,11.12,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,M,Hombres,Total,11.80,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,M,Hombres,Ordinario,13.47,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,M,Hombres,Urgente,10.82,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,F,Mujeres,Total,14.39,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,F,Mujeres,Ordinario,20.35,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,F,Mujeres,Urgente,11.43,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,T,Ambos sexos,Total,8.41,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,T,Ambos sexos,Ordinario,6.34,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,T,Ambos sexos,Urgente,9.40,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,M,Hombres,Total,7.26,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,M,Hombres,Ordinario,5.20,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,M,Hombres,Urgente,8.43,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,F,Mujeres,Total,10.16,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,F,Mujeres,Ordinario,8.75,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,F,Mujeres,Urgente,10.66,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",T,Ambos sexos,Total,19.10,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",T,Ambos sexos,Ordinario,25.55,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",T,Ambos sexos,Urgente,7.50,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",M,Hombres,Total,22.17,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",M,Hombres,Ordinario,27.43,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",M,Hombres,Urgente,11.15,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",F,Mujeres,Total,14.24,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",F,Mujeres,Ordinario,22.13,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",F,Mujeres,Urgente,2.94,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),T,Ambos sexos,Total,18.18,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),T,Ambos sexos,Ordinario,26.31,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),T,Ambos sexos,Urgente,13.63,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),M,Hombres,Total,18.35,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),M,Hombres,Ordinario,25.10,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),M,Hombres,Urgente,14.93,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),F,Mujeres,Total,18.06,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),F,Mujeres,Ordinario,27.11,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),F,Mujeres,Urgente,12.62,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,T,Ambos sexos,Total,5.51,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,T,Ambos sexos,Ordinario,5.50,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,T,Ambos sexos,Urgente,5.53,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,M,Hombres,Total,4.92,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,M,Hombres,Ordinario,4.61,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,M,Hombres,Urgente,5.53,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,F,Mujeres,Total,6.04,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,F,Mujeres,Ordinario,6.32,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,F,Mujeres,Urgente,5.53,
1301 Coxartrosis [artrosis de la cadera] M16,T,Ambos sexos,Total,4.15,
1301 Coxartrosis [artrosis de la cadera] M16,T,Ambos sexos,Ordinario,4.30,
1301 Coxartrosis [artrosis de la cadera] M16,T,Ambos sexos,Urgente,3.64,
1301 Coxartrosis [artrosis de la cadera] M16,M,Hombres,Total,3.85,
1301 Coxartrosis [artrosis de la cadera] M16,M,Hombres,Ordinario,3.95,
1301 Coxartrosis [artrosis de la cadera] M16,M,Hombres,Urgente,3.50,
1301 Coxartrosis [artrosis de la cadera] M16,F,Mujeres,Total,4.45,
1301 Coxartrosis [artrosis de la cadera] M16,F,Mujeres,Ordinario,4.66,
1301 Coxartrosis [artrosis de la cadera] M16,F,Mujeres,Urgente,3.77,
1302 Gonartrosis [artrosis de la rodilla] M17,T,Ambos sexos,Total,4.34,
1302 Gonartrosis [artrosis de la rodilla] M17,T,Ambos sexos,Ordinario,4.63,
1302 Gonartrosis [artrosis de la rodilla] M17,T,Ambos sexos,Urgente,3.46,
1302 Gonartrosis [artrosis de la rodilla] M17,M,Hombres,Total,4.15,
1302 Gonartrosis [artrosis de la rodilla] M17,M,Hombres,Ordinario,4.44,
1302 Gonartrosis [artrosis de la rodilla] M17,M,Hombres,Urgente,3.18,
1302 Gonartrosis [artrosis de la rodilla] M17,F,Mujeres,Total,4.46,
1302 Gonartrosis [artrosis de la rodilla] M17,F,Mujeres,Ordinario,4.74,
1302 Gonartrosis [artrosis de la rodilla] M17,F,Mujeres,Urgente,3.61,
1303 Trastorno interno de rodilla M23,T,Ambos sexos,Total,3.53,
1303 Trastorno interno de rodilla M23,T,Ambos sexos,Ordinario,4.52,
1303 Trastorno interno de rodilla M23,T,Ambos sexos,Urgente,1.21,
1303 Trastorno interno de rodilla M23,M,Hombres,Total,1.80,
1303 Trastorno interno de rodilla M23,M,Hombres,Ordinario,2.06,
1303 Trastorno interno de rodilla M23,M,Hombres,Urgente,1.18,
1303 Trastorno interno de rodilla M23,F,Mujeres,Total,7.20,
1303 Trastorno interno de rodilla M23,F,Mujeres,Ordinario,9.95,
1303 Trastorno interno de rodilla M23,F,Mujeres,Urgente,1.29,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",T,Ambos sexos,Total,7.36,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",T,Ambos sexos,Ordinario,9.17,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",T,Ambos sexos,Urgente,4.50,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",M,Hombres,Total,7.06,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",M,Hombres,Ordinario,8.30,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",M,Hombres,Urgente,4.97,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",F,Mujeres,Total,7.65,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",F,Mujeres,Ordinario,10.08,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",F,Mujeres,Urgente,4.08,
1305 Trastornos sistémicos del tejido conectivo M30-M36,T,Ambos sexos,Total,12.90,
1305 Trastornos sistémicos del tejido conectivo M30-M36,T,Ambos sexos,Ordinario,6.97,
1305 Trastornos sistémicos del tejido conectivo M30-M36,T,Ambos sexos,Urgente,17.07,
1305 Trastornos sistémicos del tejido conectivo M30-M36,M,Hombres,Total,13.10,
1305 Trastornos sistémicos del tejido conectivo M30-M36,M,Hombres,Ordinario,5.16,
1305 Trastornos sistémicos del tejido conectivo M30-M36,M,Hombres,Urgente,16.99,
1305 Trastornos sistémicos del tejido conectivo M30-M36,F,Mujeres,Total,12.78,
1305 Trastornos sistémicos del tejido conectivo M30-M36,F,Mujeres,Ordinario,7.74,
1305 Trastornos sistémicos del tejido conectivo M30-M36,F,Mujeres,Urgente,17.14,
1306 Dorsopatías deformantes y espondilopatías M40-M49,T,Ambos sexos,Total,9.43,
1306 Dorsopatías deformantes y espondilopatías M40-M49,T,Ambos sexos,Ordinario,8.76,
1306 Dorsopatías deformantes y espondilopatías M40-M49,T,Ambos sexos,Urgente,11.27,
1306 Dorsopatías deformantes y espondilopatías M40-M49,M,Hombres,Total,9.42,
1306 Dorsopatías deformantes y espondilopatías M40-M49,M,Hombres,Ordinario,8.91,
1306 Dorsopatías deformantes y espondilopatías M40-M49,M,Hombres,Urgente,10.70,
1306 Dorsopatías deformantes y espondilopatías M40-M49,F,Mujeres,Total,9.44,
1306 Dorsopatías deformantes y espondilopatías M40-M49,F,Mujeres,Ordinario,8.63,
1306 Dorsopatías deformantes y espondilopatías M40-M49,F,Mujeres,Urgente,11.81,
1307 Trastorno del disco intervertebral M50-M51,T,Ambos sexos,Total,3.72,
1307 Trastorno del disco intervertebral M50-M51,T,Ambos sexos,Ordinario,2.93,
1307 Trastorno del disco intervertebral M50-M51,T,Ambos sexos,Urgente,5.53,
1307 Trastorno del disco intervertebral M50-M51,M,Hombres,Total,4.03,
1307 Trastorno del disco intervertebral M50-M51,M,Hombres,Ordinario,3.29,
1307 Trastorno del disco intervertebral M50-M51,M,Hombres,Urgente,5.83,
1307 Trastorno del disco intervertebral M50-M51,F,Mujeres,Total,3.42,
1307 Trastorno del disco intervertebral M50-M51,F,Mujeres,Ordinario,2.57,
1307 Trastorno del disco intervertebral M50-M51,F,Mujeres,Urgente,5.27,
1308 Dorsalgia M54,T,Ambos sexos,Total,3.66,
1308 Dorsalgia M54,T,Ambos sexos,Ordinario,4.98,
1308 Dorsalgia M54,T,Ambos sexos,Urgente,3.36,
1308 Dorsalgia M54,M,Hombres,Total,3.49,
1308 Dorsalgia M54,M,Hombres,Ordinario,4.93,
1308 Dorsalgia M54,M,Hombres,Urgente,3.07,
1308 Dorsalgia M54,F,Mujeres,Total,3.76,
1308 Dorsalgia M54,F,Mujeres,Ordinario,5.01,
1308 Dorsalgia M54,F,Mujeres,Urgente,3.53,
1309 Trastornos de los tejidos blandos M60-M79,T,Ambos sexos,Total,3.69,
1309 Trastornos de los tejidos blandos M60-M79,T,Ambos sexos,Ordinario,2.93,
1309 Trastornos de los tejidos blandos M60-M79,T,Ambos sexos,Urgente,4.74,
1309 Trastornos de los tejidos blandos M60-M79,M,Hombres,Total,3.40,
1309 Trastornos de los tejidos blandos M60-M79,M,Hombres,Ordinario,2.19,
1309 Trastornos de los tejidos blandos M60-M79,M,Hombres,Urgente,4.99,
1309 Trastornos de los tejidos blandos M60-M79,F,Mujeres,Total,4.00,
1309 Trastornos de los tejidos blandos M60-M79,F,Mujeres,Ordinario,3.71,
1309 Trastornos de los tejidos blandos M60-M79,F,Mujeres,Urgente,4.44,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",T,Ambos sexos,Total,9.94,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",T,Ambos sexos,Ordinario,10.33,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",T,Ambos sexos,Urgente,9.57,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",M,Hombres,Total,7.67,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",M,Hombres,Ordinario,5.37,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",M,Hombres,Urgente,10.34,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",F,Mujeres,Total,11.64,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",F,Mujeres,Ordinario,14.77,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",F,Mujeres,Urgente,9.09,
1400 Enfermedades del aparato genitourinario N00-N99,T,Ambos sexos,Total,11.83,
1400 Enfermedades del aparato genitourinario N00-N99,T,Ambos sexos,Ordinario,13.74,
1400 Enfermedades del aparato genitourinario N00-N99,T,Ambos sexos,Urgente,10.38,
1400 Enfermedades del aparato genitourinario N00-N99,M,Hombres,Total,9.99,
1400 Enfermedades del aparato genitourinario N00-N99,M,Hombres,Ordinario,10.34,
1400 Enfermedades del aparato genitourinario N00-N99,M,Hombres,Urgente,9.71,
1400 Enfermedades del aparato genitourinario N00-N99,F,Mujeres,Total,13.42,
1400 Enfermedades del aparato genitourinario N00-N99,F,Mujeres,Ordinario,16.86,
1400 Enfermedades del aparato genitourinario N00-N99,F,Mujeres,Urgente,10.94,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,T,Ambos sexos,Total,11.14,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,T,Ambos sexos,Ordinario,15.66,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,T,Ambos sexos,Urgente,9.00,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,M,Hombres,Total,10.53,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,M,Hombres,Ordinario,10.35,
