diagnosticos_principales,sexos_id,sexos_nombre,intervalos_estancia,estancia_media_residentes_canarias_dados_alta_cualquier_hospital_nacional,notas_observacion
1112 Divertículos intestinales K57,F,Mujeres,Total,9.20,
1112 Divertículos intestinales K57,F,Mujeres,De 1 a 30 días,7.09,
1112 Divertículos intestinales K57,F,Mujeres,De 31 días a 6 meses,55.98,
1112 Divertículos intestinales K57,F,Mujeres,Más de 6 meses a 1 año,0.00,
1112 Divertículos intestinales K57,F,Mujeres,Superior a 1 año,498.00,
1113 Enfermedades del ano y recto K60-K62,T,Ambos sexos,Total,4.53,
1113 Enfermedades del ano y recto K60-K62,T,Ambos sexos,De 1 a 30 días,3.41,
1113 Enfermedades del ano y recto K60-K62,T,Ambos sexos,De 31 días a 6 meses,45.12,
1113 Enfermedades del ano y recto K60-K62,T,Ambos sexos,Más de 6 meses a 1 año,195.00,
1113 Enfermedades del ano y recto K60-K62,T,Ambos sexos,Superior a 1 año,416.00,
1113 Enfermedades del ano y recto K60-K62,M,Hombres,Total,4.11,
1113 Enfermedades del ano y recto K60-K62,M,Hombres,De 1 a 30 días,3.31,
1113 Enfermedades del ano y recto K60-K62,M,Hombres,De 31 días a 6 meses,38.08,
1113 Enfermedades del ano y recto K60-K62,M,Hombres,Más de 6 meses a 1 año,195.00,
1113 Enfermedades del ano y recto K60-K62,M,Hombres,Superior a 1 año,0.00,
1113 Enfermedades del ano y recto K60-K62,F,Mujeres,Total,5.22,
1113 Enfermedades del ano y recto K60-K62,F,Mujeres,De 1 a 30 días,3.58,
1113 Enfermedades del ano y recto K60-K62,F,Mujeres,De 31 días a 6 meses,63.97,
1113 Enfermedades del ano y recto K60-K62,F,Mujeres,Más de 6 meses a 1 año,0.00,
1113 Enfermedades del ano y recto K60-K62,F,Mujeres,Superior a 1 año,416.00,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",T,Ambos sexos,Total,13.03,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",T,Ambos sexos,De 1 a 30 días,7.82,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",T,Ambos sexos,De 31 días a 6 meses,53.56,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",T,Ambos sexos,Más de 6 meses a 1 año,282.72,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",T,Ambos sexos,Superior a 1 año,0.00,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",M,Hombres,Total,12.90,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",M,Hombres,De 1 a 30 días,7.69,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",M,Hombres,De 31 días a 6 meses,52.22,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",M,Hombres,Más de 6 meses a 1 año,277.51,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",M,Hombres,Superior a 1 año,0.00,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",F,Mujeres,Total,13.16,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",F,Mujeres,De 1 a 30 días,7.94,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",F,Mujeres,De 31 días a 6 meses,55.05,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",F,Mujeres,Más de 6 meses a 1 año,286.75,
"1114 Otras enfermedades del intestino K55, K58-K59, K63",F,Mujeres,Superior a 1 año,0.00,
1115 Enfermedad alcohólica del hígado K70,T,Ambos sexos,Total,17.63,
1115 Enfermedad alcohólica del hígado K70,T,Ambos sexos,De 1 a 30 días,11.36,
1115 Enfermedad alcohólica del hígado K70,T,Ambos sexos,De 31 días a 6 meses,51.17,
1115 Enfermedad alcohólica del hígado K70,T,Ambos sexos,Más de 6 meses a 1 año,212.76,
1115 Enfermedad alcohólica del hígado K70,T,Ambos sexos,Superior a 1 año,0.00,
1115 Enfermedad alcohólica del hígado K70,M,Hombres,Total,17.75,
1115 Enfermedad alcohólica del hígado K70,M,Hombres,De 1 a 30 días,11.61,
1115 Enfermedad alcohólica del hígado K70,M,Hombres,De 31 días a 6 meses,52.88,
1115 Enfermedad alcohólica del hígado K70,M,Hombres,Más de 6 meses a 1 año,238.00,
1115 Enfermedad alcohólica del hígado K70,M,Hombres,Superior a 1 año,0.00,
1115 Enfermedad alcohólica del hígado K70,F,Mujeres,Total,16.97,
1115 Enfermedad alcohólica del hígado K70,F,Mujeres,De 1 a 30 días,9.98,
1115 Enfermedad alcohólica del hígado K70,F,Mujeres,De 31 días a 6 meses,42.00,
1115 Enfermedad alcohólica del hígado K70,F,Mujeres,Más de 6 meses a 1 año,188.00,
1115 Enfermedad alcohólica del hígado K70,F,Mujeres,Superior a 1 año,0.00,
1116 Otras enfermedades del hígado K71-K77,T,Ambos sexos,Total,16.01,
1116 Otras enfermedades del hígado K71-K77,T,Ambos sexos,De 1 a 30 días,9.38,
1116 Otras enfermedades del hígado K71-K77,T,Ambos sexos,De 31 días a 6 meses,55.87,
1116 Otras enfermedades del hígado K71-K77,T,Ambos sexos,Más de 6 meses a 1 año,0.00,
1116 Otras enfermedades del hígado K71-K77,T,Ambos sexos,Superior a 1 año,1129.00,
1116 Otras enfermedades del hígado K71-K77,M,Hombres,Total,17.05,
1116 Otras enfermedades del hígado K71-K77,M,Hombres,De 1 a 30 días,9.94,
1116 Otras enfermedades del hígado K71-K77,M,Hombres,De 31 días a 6 meses,48.85,
1116 Otras enfermedades del hígado K71-K77,M,Hombres,Más de 6 meses a 1 año,0.00,
1116 Otras enfermedades del hígado K71-K77,M,Hombres,Superior a 1 año,1129.00,
1116 Otras enfermedades del hígado K71-K77,F,Mujeres,Total,14.83,
1116 Otras enfermedades del hígado K71-K77,F,Mujeres,De 1 a 30 días,8.72,
1116 Otras enfermedades del hígado K71-K77,F,Mujeres,De 31 días a 6 meses,62.18,
1116 Otras enfermedades del hígado K71-K77,F,Mujeres,Más de 6 meses a 1 año,0.00,
1116 Otras enfermedades del hígado K71-K77,F,Mujeres,Superior a 1 año,0.00,
1117 Colelitiasis K80,T,Ambos sexos,Total,5.65,
1117 Colelitiasis K80,T,Ambos sexos,De 1 a 30 días,4.71,
1117 Colelitiasis K80,T,Ambos sexos,De 31 días a 6 meses,49.55,
1117 Colelitiasis K80,T,Ambos sexos,Más de 6 meses a 1 año,238.00,
1117 Colelitiasis K80,T,Ambos sexos,Superior a 1 año,0.00,
1117 Colelitiasis K80,M,Hombres,Total,6.45,
1117 Colelitiasis K80,M,Hombres,De 1 a 30 días,5.44,
1117 Colelitiasis K80,M,Hombres,De 31 días a 6 meses,52.44,
1117 Colelitiasis K80,M,Hombres,Más de 6 meses a 1 año,0.00,
1117 Colelitiasis K80,M,Hombres,Superior a 1 año,0.00,
1117 Colelitiasis K80,F,Mujeres,Total,5.19,
1117 Colelitiasis K80,F,Mujeres,De 1 a 30 días,4.28,
1117 Colelitiasis K80,F,Mujeres,De 31 días a 6 meses,47.62,
1117 Colelitiasis K80,F,Mujeres,Más de 6 meses a 1 año,238.00,
1117 Colelitiasis K80,F,Mujeres,Superior a 1 año,0.00,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,T,Ambos sexos,Total,9.75,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,T,Ambos sexos,De 1 a 30 días,7.56,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,T,Ambos sexos,De 31 días a 6 meses,51.62,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,T,Ambos sexos,Más de 6 meses a 1 año,283.00,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,T,Ambos sexos,Superior a 1 año,0.00,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,M,Hombres,Total,10.26,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,M,Hombres,De 1 a 30 días,7.88,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,M,Hombres,De 31 días a 6 meses,50.47,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,M,Hombres,Más de 6 meses a 1 año,0.00,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,M,Hombres,Superior a 1 año,0.00,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,F,Mujeres,Total,9.23,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,F,Mujeres,De 1 a 30 días,7.25,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,F,Mujeres,De 31 días a 6 meses,53.78,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,F,Mujeres,Más de 6 meses a 1 año,283.00,
1118 Otras enfermedades de la vesícula biliar y del tracto biliar K81-K83,F,Mujeres,Superior a 1 año,0.00,
1119 Enfermedades pancreáticas K85-K87,T,Ambos sexos,Total,11.14,
1119 Enfermedades pancreáticas K85-K87,T,Ambos sexos,De 1 a 30 días,8.76,
1119 Enfermedades pancreáticas K85-K87,T,Ambos sexos,De 31 días a 6 meses,57.08,
1119 Enfermedades pancreáticas K85-K87,T,Ambos sexos,Más de 6 meses a 1 año,206.00,
1119 Enfermedades pancreáticas K85-K87,T,Ambos sexos,Superior a 1 año,0.00,
1119 Enfermedades pancreáticas K85-K87,M,Hombres,Total,10.69,
1119 Enfermedades pancreáticas K85-K87,M,Hombres,De 1 a 30 días,8.28,
1119 Enfermedades pancreáticas K85-K87,M,Hombres,De 31 días a 6 meses,54.28,
1119 Enfermedades pancreáticas K85-K87,M,Hombres,Más de 6 meses a 1 año,0.00,
1119 Enfermedades pancreáticas K85-K87,M,Hombres,Superior a 1 año,0.00,
1119 Enfermedades pancreáticas K85-K87,F,Mujeres,Total,11.68,
1119 Enfermedades pancreáticas K85-K87,F,Mujeres,De 1 a 30 días,9.33,
1119 Enfermedades pancreáticas K85-K87,F,Mujeres,De 31 días a 6 meses,61.92,
1119 Enfermedades pancreáticas K85-K87,F,Mujeres,Más de 6 meses a 1 año,206.00,
1119 Enfermedades pancreáticas K85-K87,F,Mujeres,Superior a 1 año,0.00,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),T,Ambos sexos,Total,9.02,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),T,Ambos sexos,De 1 a 30 días,5.82,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),T,Ambos sexos,De 31 días a 6 meses,55.00,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),T,Ambos sexos,Más de 6 meses a 1 año,283.50,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),T,Ambos sexos,Superior a 1 año,1595.00,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),M,Hombres,Total,8.19,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),M,Hombres,De 1 a 30 días,6.01,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),M,Hombres,De 31 días a 6 meses,50.64,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),M,Hombres,Más de 6 meses a 1 año,210.00,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),M,Hombres,Superior a 1 año,0.00,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),F,Mujeres,Total,9.87,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),F,Mujeres,De 1 a 30 días,5.62,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),F,Mujeres,De 31 días a 6 meses,60.10,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),F,Mujeres,Más de 6 meses a 1 año,357.00,
1120 Otras Enfermedades del aparato digestivo Resto de (K00-K95),F,Mujeres,Superior a 1 año,1595.00,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,T,Ambos sexos,Total,13.81,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,T,Ambos sexos,De 1 a 30 días,6.39,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,T,Ambos sexos,De 31 días a 6 meses,68.90,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,T,Ambos sexos,Más de 6 meses a 1 año,230.08,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,T,Ambos sexos,Superior a 1 año,521.78,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,M,Hombres,Total,12.67,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,M,Hombres,De 1 a 30 días,6.53,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,M,Hombres,De 31 días a 6 meses,67.94,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,M,Hombres,Más de 6 meses a 1 año,235.08,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,M,Hombres,Superior a 1 año,589.00,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,F,Mujeres,Total,15.01,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,F,Mujeres,De 1 a 30 días,6.24,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,F,Mujeres,De 31 días a 6 meses,69.68,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,F,Mujeres,Más de 6 meses a 1 año,226.00,
1200 Enfermedades de la piel y del tejido subcutáneo L00-L99,F,Mujeres,Superior a 1 año,488.17,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,T,Ambos sexos,Total,9.06,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,T,Ambos sexos,De 1 a 30 días,6.08,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,T,Ambos sexos,De 31 días a 6 meses,62.51,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,T,Ambos sexos,Más de 6 meses a 1 año,235.00,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,T,Ambos sexos,Superior a 1 año,734.00,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,M,Hombres,Total,7.66,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,M,Hombres,De 1 a 30 días,5.63,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,M,Hombres,De 31 días a 6 meses,62.86,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,M,Hombres,Más de 6 meses a 1 año,235.00,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,M,Hombres,Superior a 1 año,0.00,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,F,Mujeres,Total,11.11,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,F,Mujeres,De 1 a 30 días,6.74,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,F,Mujeres,De 31 días a 6 meses,62.26,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,F,Mujeres,Más de 6 meses a 1 año,0.00,
1201 Infecciones de la piel y del tejido subcutáneo L00-L08,F,Mujeres,Superior a 1 año,734.00,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",T,Ambos sexos,Total,20.30,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",T,Ambos sexos,De 1 a 30 días,17.73,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",T,Ambos sexos,De 31 días a 6 meses,138.50,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",T,Ambos sexos,Más de 6 meses a 1 año,0.00,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",T,Ambos sexos,Superior a 1 año,0.00,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",M,Hombres,Total,23.90,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",M,Hombres,De 1 a 30 días,19.74,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",M,Hombres,De 31 días a 6 meses,138.50,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",M,Hombres,Más de 6 meses a 1 año,0.00,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",M,Hombres,Superior a 1 año,0.00,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",F,Mujeres,Total,14.76,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",F,Mujeres,De 1 a 30 días,14.76,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",F,Mujeres,De 31 días a 6 meses,0.00,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",F,Mujeres,Más de 6 meses a 1 año,0.00,
"1202 Dermatitis, eccema y trastornos papuloescamosos L20-L45",F,Mujeres,Superior a 1 año,0.00,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),T,Ambos sexos,Total,18.25,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),T,Ambos sexos,De 1 a 30 días,5.48,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),T,Ambos sexos,De 31 días a 6 meses,69.55,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),T,Ambos sexos,Más de 6 meses a 1 año,228.69,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),T,Ambos sexos,Superior a 1 año,495.25,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),M,Hombres,Total,18.70,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),M,Hombres,De 1 a 30 días,5.93,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),M,Hombres,De 31 días a 6 meses,66.29,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),M,Hombres,Más de 6 meses a 1 año,235.16,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),M,Hombres,Superior a 1 año,589.00,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),F,Mujeres,Total,17.94,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),F,Mujeres,De 1 a 30 días,5.17,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),F,Mujeres,De 31 días a 6 meses,72.22,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),F,Mujeres,Más de 6 meses a 1 año,226.00,
1203 Otras Enfermedades de la piel y del tejido subcutáneo Resto de (L00-L99),F,Mujeres,Superior a 1 año,439.00,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,T,Ambos sexos,Total,5.53,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,T,Ambos sexos,De 1 a 30 días,3.79,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,T,Ambos sexos,De 31 días a 6 meses,58.51,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,T,Ambos sexos,Más de 6 meses a 1 año,249.66,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,T,Ambos sexos,Superior a 1 año,1264.50,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,M,Hombres,Total,4.94,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,M,Hombres,De 1 a 30 días,3.77,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,M,Hombres,De 31 días a 6 meses,58.52,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,M,Hombres,Más de 6 meses a 1 año,257.83,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,M,Hombres,Superior a 1 año,0.00,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,F,Mujeres,Total,6.06,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,F,Mujeres,De 1 a 30 días,3.80,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,F,Mujeres,De 31 días a 6 meses,58.50,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,F,Mujeres,Más de 6 meses a 1 año,242.49,
1300 Enfermedades del aparato musculoesquelético y del tejido conectivo M00-M99,F,Mujeres,Superior a 1 año,1264.50,
1301 Coxartrosis [artrosis de la cadera] M16,T,Ambos sexos,Total,4.02,
1301 Coxartrosis [artrosis de la cadera] M16,T,Ambos sexos,De 1 a 30 días,3.69,
1301 Coxartrosis [artrosis de la cadera] M16,T,Ambos sexos,De 31 días a 6 meses,63.75,
1301 Coxartrosis [artrosis de la cadera] M16,T,Ambos sexos,Más de 6 meses a 1 año,217.00,
1301 Coxartrosis [artrosis de la cadera] M16,T,Ambos sexos,Superior a 1 año,0.00,
1301 Coxartrosis [artrosis de la cadera] M16,M,Hombres,Total,3.73,
1301 Coxartrosis [artrosis de la cadera] M16,M,Hombres,De 1 a 30 días,3.49,
1301 Coxartrosis [artrosis de la cadera] M16,M,Hombres,De 31 días a 6 meses,88.50,
1301 Coxartrosis [artrosis de la cadera] M16,M,Hombres,Más de 6 meses a 1 año,0.00,
1301 Coxartrosis [artrosis de la cadera] M16,M,Hombres,Superior a 1 año,0.00,
1301 Coxartrosis [artrosis de la cadera] M16,F,Mujeres,Total,4.31,
1301 Coxartrosis [artrosis de la cadera] M16,F,Mujeres,De 1 a 30 días,3.90,
1301 Coxartrosis [artrosis de la cadera] M16,F,Mujeres,De 31 días a 6 meses,39.00,
1301 Coxartrosis [artrosis de la cadera] M16,F,Mujeres,Más de 6 meses a 1 año,217.00,
1301 Coxartrosis [artrosis de la cadera] M16,F,Mujeres,Superior a 1 año,0.00,
1302 Gonartrosis [artrosis de la rodilla] M17,T,Ambos sexos,Total,4.30,
1302 Gonartrosis [artrosis de la rodilla] M17,T,Ambos sexos,De 1 a 30 días,3.94,
1302 Gonartrosis [artrosis de la rodilla] M17,T,Ambos sexos,De 31 días a 6 meses,62.00,
1302 Gonartrosis [artrosis de la rodilla] M17,T,Ambos sexos,Más de 6 meses a 1 año,0.00,
1302 Gonartrosis [artrosis de la rodilla] M17,T,Ambos sexos,Superior a 1 año,474.00,
1302 Gonartrosis [artrosis de la rodilla] M17,M,Hombres,Total,4.09,
1302 Gonartrosis [artrosis de la rodilla] M17,M,Hombres,De 1 a 30 días,3.89,
1302 Gonartrosis [artrosis de la rodilla] M17,M,Hombres,De 31 días a 6 meses,66.67,
1302 Gonartrosis [artrosis de la rodilla] M17,M,Hombres,Más de 6 meses a 1 año,0.00,
1302 Gonartrosis [artrosis de la rodilla] M17,M,Hombres,Superior a 1 año,0.00,
1302 Gonartrosis [artrosis de la rodilla] M17,F,Mujeres,Total,4.41,
1302 Gonartrosis [artrosis de la rodilla] M17,F,Mujeres,De 1 a 30 días,3.97,
1302 Gonartrosis [artrosis de la rodilla] M17,F,Mujeres,De 31 días a 6 meses,59.20,
1302 Gonartrosis [artrosis de la rodilla] M17,F,Mujeres,Más de 6 meses a 1 año,0.00,
1302 Gonartrosis [artrosis de la rodilla] M17,F,Mujeres,Superior a 1 año,474.00,
1303 Trastorno interno de rodilla M23,T,Ambos sexos,Total,3.56,
1303 Trastorno interno de rodilla M23,T,Ambos sexos,De 1 a 30 días,1.30,
1303 Trastorno interno de rodilla M23,T,Ambos sexos,De 31 días a 6 meses,83.20,
1303 Trastorno interno de rodilla M23,T,Ambos sexos,Más de 6 meses a 1 año,0.00,
1303 Trastorno interno de rodilla M23,T,Ambos sexos,Superior a 1 año,2022.00,
1303 Trastorno interno de rodilla M23,M,Hombres,Total,1.81,
1303 Trastorno interno de rodilla M23,M,Hombres,De 1 a 30 días,1.25,
1303 Trastorno interno de rodilla M23,M,Hombres,De 31 días a 6 meses,83.20,
1303 Trastorno interno de rodilla M23,M,Hombres,Más de 6 meses a 1 año,0.00,
1303 Trastorno interno de rodilla M23,M,Hombres,Superior a 1 año,0.00,
1303 Trastorno interno de rodilla M23,F,Mujeres,Total,7.31,
1303 Trastorno interno de rodilla M23,F,Mujeres,De 1 a 30 días,1.41,
1303 Trastorno interno de rodilla M23,F,Mujeres,De 31 días a 6 meses,0.00,
1303 Trastorno interno de rodilla M23,F,Mujeres,Más de 6 meses a 1 año,0.00,
1303 Trastorno interno de rodilla M23,F,Mujeres,Superior a 1 año,2022.00,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",T,Ambos sexos,Total,7.45,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",T,Ambos sexos,De 1 a 30 días,4.88,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",T,Ambos sexos,De 31 días a 6 meses,59.59,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",T,Ambos sexos,Más de 6 meses a 1 año,0.00,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",T,Ambos sexos,Superior a 1 año,2745.00,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",M,Hombres,Total,7.17,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",M,Hombres,De 1 a 30 días,5.77,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",M,Hombres,De 31 días a 6 meses,63.76,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",M,Hombres,Más de 6 meses a 1 año,0.00,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",M,Hombres,Superior a 1 año,0.00,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",F,Mujeres,Total,7.73,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",F,Mujeres,De 1 a 30 días,3.98,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",F,Mujeres,De 31 días a 6 meses,51.64,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",F,Mujeres,Más de 6 meses a 1 año,0.00,
"1304 Otras artropatías M00-M15, M18-M22, M24-M25",F,Mujeres,Superior a 1 año,2745.00,
1305 Trastornos sistémicos del tejido conectivo M30-M36,T,Ambos sexos,Total,12.95,
1305 Trastornos sistémicos del tejido conectivo M30-M36,T,Ambos sexos,De 1 a 30 días,9.01,
1305 Trastornos sistémicos del tejido conectivo M30-M36,T,Ambos sexos,De 31 días a 6 meses,51.87,
1305 Trastornos sistémicos del tejido conectivo M30-M36,T,Ambos sexos,Más de 6 meses a 1 año,0.00,
1305 Trastornos sistémicos del tejido conectivo M30-M36,T,Ambos sexos,Superior a 1 año,0.00,
1305 Trastornos sistémicos del tejido conectivo M30-M36,M,Hombres,Total,13.41,
1305 Trastornos sistémicos del tejido conectivo M30-M36,M,Hombres,De 1 a 30 días,8.72,
1305 Trastornos sistémicos del tejido conectivo M30-M36,M,Hombres,De 31 días a 6 meses,47.30,
1305 Trastornos sistémicos del tejido conectivo M30-M36,M,Hombres,Más de 6 meses a 1 año,0.00,
1305 Trastornos sistémicos del tejido conectivo M30-M36,M,Hombres,Superior a 1 año,0.00,
1305 Trastornos sistémicos del tejido conectivo M30-M36,F,Mujeres,Total,12.67,
1305 Trastornos sistémicos del tejido conectivo M30-M36,F,Mujeres,De 1 a 30 días,9.18,
1305 Trastornos sistémicos del tejido conectivo M30-M36,F,Mujeres,De 31 días a 6 meses,56.43,
1305 Trastornos sistémicos del tejido conectivo M30-M36,F,Mujeres,Más de 6 meses a 1 año,0.00,
1305 Trastornos sistémicos del tejido conectivo M30-M36,F,Mujeres,Superior a 1 año,0.00,
1306 Dorsopatías deformantes y espondilopatías M40-M49,T,Ambos sexos,Total,9.37,
1306 Dorsopatías deformantes y espondilopatías M40-M49,T,Ambos sexos,De 1 a 30 días,6.22,
1306 Dorsopatías deformantes y espondilopatías M40-M49,T,Ambos sexos,De 31 días a 6 meses,55.31,
1306 Dorsopatías deformantes y espondilopatías M40-M49,T,Ambos sexos,Más de 6 meses a 1 año,269.60,
1306 Dorsopatías deformantes y espondilopatías M40-M49,T,Ambos sexos,Superior a 1 año,0.00,
1306 Dorsopatías deformantes y espondilopatías M40-M49,M,Hombres,Total,9.34,
1306 Dorsopatías deformantes y espondilopatías M40-M49,M,Hombres,De 1 a 30 días,5.60,
