diagnosticos_principales;sexos_id;sexos_nombre;grupos_edad_id;grupos_edad_nombre;estancia_media_residentes_canarias_dados_alta_cualquier_hospital_nacional
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;T;Ambos sexos;6;De 45 a 54 años;2.70
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;T;Ambos sexos;7;De 55 a 64 años;7.87
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;T;Ambos sexos;8;De 65 a 74 años;3.22
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;T;Ambos sexos;9;De 75 a 84 años;3.22
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;T;Ambos sexos;10;De 85 a 89 años;5.00
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;T;Ambos sexos;11;De 90 a 94 años;2.00
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;T;Ambos sexos;12;De 95 y más años;0.00
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;M;Hombres;T;Total grupos de edad;4.18
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;M;Hombres;0;Menores de 1 año;0.00
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;M;Hombres;1;De 1 a 4 años;0.00
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;M;Hombres;2;De 5 a 14 años;2.22
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;M;Hombres;3;De 15 a 24 años;2.20
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;M;Hombres;4;De 25 a 34 años;3.01
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;M;Hombres;5;De 35 a 44 años;3.42
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;M;Hombres;6;De 45 a 54 años;2.65
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;M;Hombres;7;De 55 a 64 años;10.35
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;M;Hombres;8;De 65 a 74 años;3.22
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;M;Hombres;9;De 75 a 84 años;1.00
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;M;Hombres;10;De 85 a 89 años;0.00
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;M;Hombres;11;De 90 a 94 años;0.00
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;M;Hombres;12;De 95 y más años;0.00
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;F;Mujeres;T;Total grupos de edad;2.85
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;F;Mujeres;0;Menores de 1 año;0.00
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;F;Mujeres;1;De 1 a 4 años;0.00
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;F;Mujeres;2;De 5 a 14 años;3.08
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;F;Mujeres;3;De 15 a 24 años;1.45
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;F;Mujeres;4;De 25 a 34 años;3.46
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;F;Mujeres;5;De 35 a 44 años;3.35
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;F;Mujeres;6;De 45 a 54 años;2.75
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;F;Mujeres;7;De 55 a 64 años;1.99
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;F;Mujeres;8;De 65 a 74 años;3.23
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;F;Mujeres;9;De 75 a 84 años;4.30
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;F;Mujeres;10;De 85 a 89 años;5.00
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;F;Mujeres;11;De 90 a 94 años;2.00
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08;F;Mujeres;12;De 95 y más años;0.00
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;T;Ambos sexos;T;Total grupos de edad;5.03
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;T;Ambos sexos;0;Menores de 1 año;4.50
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;T;Ambos sexos;1;De 1 a 4 años;3.00
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;T;Ambos sexos;2;De 5 a 14 años;8.10
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;T;Ambos sexos;3;De 15 a 24 años;3.62
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;T;Ambos sexos;4;De 25 a 34 años;2.62
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;T;Ambos sexos;5;De 35 a 44 años;3.74
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;T;Ambos sexos;6;De 45 a 54 años;3.37
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;T;Ambos sexos;7;De 55 a 64 años;5.06
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;T;Ambos sexos;8;De 65 a 74 años;6.71
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;T;Ambos sexos;9;De 75 a 84 años;7.05
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;T;Ambos sexos;10;De 85 a 89 años;3.98
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;T;Ambos sexos;11;De 90 a 94 años;2.00
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;T;Ambos sexos;12;De 95 y más años;0.00
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;M;Hombres;T;Total grupos de edad;5.34
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;M;Hombres;0;Menores de 1 año;2.00
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;M;Hombres;1;De 1 a 4 años;0.00
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;M;Hombres;2;De 5 a 14 años;6.00
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;M;Hombres;3;De 15 a 24 años;2.00
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;M;Hombres;4;De 25 a 34 años;2.25
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;M;Hombres;5;De 35 a 44 años;3.31
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;M;Hombres;6;De 45 a 54 años;3.26
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;M;Hombres;7;De 55 a 64 años;6.04
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;M;Hombres;8;De 65 a 74 años;8.09
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;M;Hombres;9;De 75 a 84 años;7.63
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;M;Hombres;10;De 85 a 89 años;6.00
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;M;Hombres;11;De 90 a 94 años;0.00
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;M;Hombres;12;De 95 y más años;0.00
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;F;Mujeres;T;Total grupos de edad;4.74
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;F;Mujeres;0;Menores de 1 año;7.00
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;F;Mujeres;1;De 1 a 4 años;3.00
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;F;Mujeres;2;De 5 a 14 años;8.63
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;F;Mujeres;3;De 15 a 24 años;6.01
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;F;Mujeres;4;De 25 a 34 años;2.86
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;F;Mujeres;5;De 35 a 44 años;4.25
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;F;Mujeres;6;De 45 a 54 años;3.55
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;F;Mujeres;7;De 55 a 64 años;4.22
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;F;Mujeres;8;De 65 a 74 años;4.50
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;F;Mujeres;9;De 75 a 84 años;6.64
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;F;Mujeres;10;De 85 a 89 años;2.00
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;F;Mujeres;11;De 90 a 94 años;2.00
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;F;Mujeres;12;De 95 y más años;0.00
1103 Enfermedades del esófago K20-K23;T;Ambos sexos;T;Total grupos de edad;8.93
1103 Enfermedades del esófago K20-K23;T;Ambos sexos;0;Menores de 1 año;6.30
1103 Enfermedades del esófago K20-K23;T;Ambos sexos;1;De 1 a 4 años;10.50
1103 Enfermedades del esófago K20-K23;T;Ambos sexos;2;De 5 a 14 años;4.50
1103 Enfermedades del esófago K20-K23;T;Ambos sexos;3;De 15 a 24 años;4.78
1103 Enfermedades del esófago K20-K23;T;Ambos sexos;4;De 25 a 34 años;8.14
1103 Enfermedades del esófago K20-K23;T;Ambos sexos;5;De 35 a 44 años;4.60
1103 Enfermedades del esófago K20-K23;T;Ambos sexos;6;De 45 a 54 años;4.59
1103 Enfermedades del esófago K20-K23;T;Ambos sexos;7;De 55 a 64 años;15.78
1103 Enfermedades del esófago K20-K23;T;Ambos sexos;8;De 65 a 74 años;10.23
1103 Enfermedades del esófago K20-K23;T;Ambos sexos;9;De 75 a 84 años;10.86
1103 Enfermedades del esófago K20-K23;T;Ambos sexos;10;De 85 a 89 años;8.80
1103 Enfermedades del esófago K20-K23;T;Ambos sexos;11;De 90 a 94 años;8.62
1103 Enfermedades del esófago K20-K23;T;Ambos sexos;12;De 95 y más años;9.95
1103 Enfermedades del esófago K20-K23;M;Hombres;T;Total grupos de edad;9.04
1103 Enfermedades del esófago K20-K23;M;Hombres;0;Menores de 1 año;4.89
1103 Enfermedades del esófago K20-K23;M;Hombres;1;De 1 a 4 años;0.00
1103 Enfermedades del esófago K20-K23;M;Hombres;2;De 5 a 14 años;4.50
1103 Enfermedades del esófago K20-K23;M;Hombres;3;De 15 a 24 años;6.20
1103 Enfermedades del esófago K20-K23;M;Hombres;4;De 25 a 34 años;10.11
1103 Enfermedades del esófago K20-K23;M;Hombres;5;De 35 a 44 años;4.54
1103 Enfermedades del esófago K20-K23;M;Hombres;6;De 45 a 54 años;4.39
1103 Enfermedades del esófago K20-K23;M;Hombres;7;De 55 a 64 años;15.07
1103 Enfermedades del esófago K20-K23;M;Hombres;8;De 65 a 74 años;11.65
1103 Enfermedades del esófago K20-K23;M;Hombres;9;De 75 a 84 años;13.09
1103 Enfermedades del esófago K20-K23;M;Hombres;10;De 85 a 89 años;7.64
1103 Enfermedades del esófago K20-K23;M;Hombres;11;De 90 a 94 años;4.00
1103 Enfermedades del esófago K20-K23;M;Hombres;12;De 95 y más años;0.00
1103 Enfermedades del esófago K20-K23;F;Mujeres;T;Total grupos de edad;8.76
1103 Enfermedades del esófago K20-K23;F;Mujeres;0;Menores de 1 año;7.45
1103 Enfermedades del esófago K20-K23;F;Mujeres;1;De 1 a 4 años;10.50
1103 Enfermedades del esófago K20-K23;F;Mujeres;2;De 5 a 14 años;0.00
1103 Enfermedades del esófago K20-K23;F;Mujeres;3;De 15 a 24 años;3.00
1103 Enfermedades del esófago K20-K23;F;Mujeres;4;De 25 a 34 años;4.60
1103 Enfermedades del esófago K20-K23;F;Mujeres;5;De 35 a 44 años;4.75
1103 Enfermedades del esófago K20-K23;F;Mujeres;6;De 45 a 54 años;5.00
1103 Enfermedades del esófago K20-K23;F;Mujeres;7;De 55 a 64 años;17.09
1103 Enfermedades del esófago K20-K23;F;Mujeres;8;De 65 a 74 años;8.61
1103 Enfermedades del esófago K20-K23;F;Mujeres;9;De 75 a 84 años;8.09
1103 Enfermedades del esófago K20-K23;F;Mujeres;10;De 85 a 89 años;10.20
1103 Enfermedades del esófago K20-K23;F;Mujeres;11;De 90 a 94 años;9.52
1103 Enfermedades del esófago K20-K23;F;Mujeres;12;De 95 y más años;9.95
1104 Úlcera gástrica, duodenal y péptica K25-K28;T;Ambos sexos;T;Total grupos de edad;11.40
1104 Úlcera gástrica, duodenal y péptica K25-K28;T;Ambos sexos;0;Menores de 1 año;0.00
1104 Úlcera gástrica, duodenal y péptica K25-K28;T;Ambos sexos;1;De 1 a 4 años;0.00
1104 Úlcera gástrica, duodenal y péptica K25-K28;T;Ambos sexos;2;De 5 a 14 años;0.00
1104 Úlcera gástrica, duodenal y péptica K25-K28;T;Ambos sexos;3;De 15 a 24 años;9.06
1104 Úlcera gástrica, duodenal y péptica K25-K28;T;Ambos sexos;4;De 25 a 34 años;7.64
1104 Úlcera gástrica, duodenal y péptica K25-K28;T;Ambos sexos;5;De 35 a 44 años;8.10
1104 Úlcera gástrica, duodenal y péptica K25-K28;T;Ambos sexos;6;De 45 a 54 años;9.74
1104 Úlcera gástrica, duodenal y péptica K25-K28;T;Ambos sexos;7;De 55 a 64 años;8.98
1104 Úlcera gástrica, duodenal y péptica K25-K28;T;Ambos sexos;8;De 65 a 74 años;11.99
1104 Úlcera gástrica, duodenal y péptica K25-K28;T;Ambos sexos;9;De 75 a 84 años;13.73
1104 Úlcera gástrica, duodenal y péptica K25-K28;T;Ambos sexos;10;De 85 a 89 años;16.13
1104 Úlcera gástrica, duodenal y péptica K25-K28;T;Ambos sexos;11;De 90 a 94 años;19.55
1104 Úlcera gástrica, duodenal y péptica K25-K28;T;Ambos sexos;12;De 95 y más años;33.00
1104 Úlcera gástrica, duodenal y péptica K25-K28;M;Hombres;T;Total grupos de edad;10.60
1104 Úlcera gástrica, duodenal y péptica K25-K28;M;Hombres;0;Menores de 1 año;0.00
1104 Úlcera gástrica, duodenal y péptica K25-K28;M;Hombres;1;De 1 a 4 años;0.00
1104 Úlcera gástrica, duodenal y péptica K25-K28;M;Hombres;2;De 5 a 14 años;0.00
1104 Úlcera gástrica, duodenal y péptica K25-K28;M;Hombres;3;De 15 a 24 años;13.08
1104 Úlcera gástrica, duodenal y péptica K25-K28;M;Hombres;4;De 25 a 34 años;8.36
1104 Úlcera gástrica, duodenal y péptica K25-K28;M;Hombres;5;De 35 a 44 años;7.19
1104 Úlcera gástrica, duodenal y péptica K25-K28;M;Hombres;6;De 45 a 54 años;9.23
1104 Úlcera gástrica, duodenal y péptica K25-K28;M;Hombres;7;De 55 a 64 años;8.46
1104 Úlcera gástrica, duodenal y péptica K25-K28;M;Hombres;8;De 65 a 74 años;9.58
1104 Úlcera gástrica, duodenal y péptica K25-K28;M;Hombres;9;De 75 a 84 años;15.37
1104 Úlcera gástrica, duodenal y péptica K25-K28;M;Hombres;10;De 85 a 89 años;8.76
1104 Úlcera gástrica, duodenal y péptica K25-K28;M;Hombres;11;De 90 a 94 años;26.28
1104 Úlcera gástrica, duodenal y péptica K25-K28;M;Hombres;12;De 95 y más años;0.00
1104 Úlcera gástrica, duodenal y péptica K25-K28;F;Mujeres;T;Total grupos de edad;13.11
1104 Úlcera gástrica, duodenal y péptica K25-K28;F;Mujeres;0;Menores de 1 año;0.00
1104 Úlcera gástrica, duodenal y péptica K25-K28;F;Mujeres;1;De 1 a 4 años;0.00
1104 Úlcera gástrica, duodenal y péptica K25-K28;F;Mujeres;2;De 5 a 14 años;0.00
1104 Úlcera gástrica, duodenal y péptica K25-K28;F;Mujeres;3;De 15 a 24 años;3.00
1104 Úlcera gástrica, duodenal y péptica K25-K28;F;Mujeres;4;De 25 a 34 años;4.00
1104 Úlcera gástrica, duodenal y péptica K25-K28;F;Mujeres;5;De 35 a 44 años;11.90
1104 Úlcera gástrica, duodenal y péptica K25-K28;F;Mujeres;6;De 45 a 54 años;11.09
1104 Úlcera gástrica, duodenal y péptica K25-K28;F;Mujeres;7;De 55 a 64 años;10.16
1104 Úlcera gástrica, duodenal y péptica K25-K28;F;Mujeres;8;De 65 a 74 años;16.67
1104 Úlcera gástrica, duodenal y péptica K25-K28;F;Mujeres;9;De 75 a 84 años;10.98
1104 Úlcera gástrica, duodenal y péptica K25-K28;F;Mujeres;10;De 85 a 89 años;26.00
1104 Úlcera gástrica, duodenal y péptica K25-K28;F;Mujeres;11;De 90 a 94 años;6.33
1104 Úlcera gástrica, duodenal y péptica K25-K28;F;Mujeres;12;De 95 y más años;33.00
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;T;Ambos sexos;T;Total grupos de edad;8.58
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;T;Ambos sexos;0;Menores de 1 año;7.67
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;T;Ambos sexos;1;De 1 a 4 años;0.00
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;T;Ambos sexos;2;De 5 a 14 años;2.89
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;T;Ambos sexos;3;De 15 a 24 años;11.50
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;T;Ambos sexos;4;De 25 a 34 años;16.44
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;T;Ambos sexos;5;De 35 a 44 años;4.15
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;T;Ambos sexos;6;De 45 a 54 años;7.35
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;T;Ambos sexos;7;De 55 a 64 años;7.29
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;T;Ambos sexos;8;De 65 a 74 años;9.54
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;T;Ambos sexos;9;De 75 a 84 años;9.23
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;T;Ambos sexos;10;De 85 a 89 años;9.66
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;T;Ambos sexos;11;De 90 a 94 años;10.18
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;T;Ambos sexos;12;De 95 y más años;0.00
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;M;Hombres;T;Total grupos de edad;7.91
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;M;Hombres;0;Menores de 1 año;10.50
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;M;Hombres;1;De 1 a 4 años;0.00
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;M;Hombres;2;De 5 a 14 años;3.67
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;M;Hombres;3;De 15 a 24 años;7.00
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;M;Hombres;4;De 25 a 34 años;29.75
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;M;Hombres;5;De 35 a 44 años;3.11
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;M;Hombres;6;De 45 a 54 años;7.77
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;M;Hombres;7;De 55 a 64 años;7.12
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;M;Hombres;8;De 65 a 74 años;8.62
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;M;Hombres;9;De 75 a 84 años;6.62
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;M;Hombres;10;De 85 a 89 años;10.57
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;M;Hombres;11;De 90 a 94 años;5.61
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;M;Hombres;12;De 95 y más años;0.00
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;F;Mujeres;T;Total grupos de edad;9.27
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;F;Mujeres;0;Menores de 1 año;2.00
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;F;Mujeres;1;De 1 a 4 años;0.00
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;F;Mujeres;2;De 5 a 14 años;1.33
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;F;Mujeres;3;De 15 a 24 años;12.40
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;F;Mujeres;4;De 25 a 34 años;5.80
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;F;Mujeres;5;De 35 a 44 años;5.00
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;F;Mujeres;6;De 45 a 54 años;6.92
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;F;Mujeres;7;De 55 a 64 años;7.48
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;F;Mujeres;8;De 65 a 74 años;11.20
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;F;Mujeres;9;De 75 a 84 años;11.29
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;F;Mujeres;10;De 85 a 89 años;9.16
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;F;Mujeres;11;De 90 a 94 años;14.02
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;F;Mujeres;12;De 95 y más años;0.00
1106 Enfermedades del Apéndice K35-K38;T;Ambos sexos;T;Total grupos de edad;3.76
1106 Enfermedades del Apéndice K35-K38;T;Ambos sexos;0;Menores de 1 año;0.00
1106 Enfermedades del Apéndice K35-K38;T;Ambos sexos;1;De 1 a 4 años;5.53
1106 Enfermedades del Apéndice K35-K38;T;Ambos sexos;2;De 5 a 14 años;4.29
1106 Enfermedades del Apéndice K35-K38;T;Ambos sexos;3;De 15 a 24 años;2.89
1106 Enfermedades del Apéndice K35-K38;T;Ambos sexos;4;De 25 a 34 años;2.77
1106 Enfermedades del Apéndice K35-K38;T;Ambos sexos;5;De 35 a 44 años;3.29
1106 Enfermedades del Apéndice K35-K38;T;Ambos sexos;6;De 45 a 54 años;3.92
1106 Enfermedades del Apéndice K35-K38;T;Ambos sexos;7;De 55 a 64 años;4.08
1106 Enfermedades del Apéndice K35-K38;T;Ambos sexos;8;De 65 a 74 años;6.38
1106 Enfermedades del Apéndice K35-K38;T;Ambos sexos;9;De 75 a 84 años;5.90
1106 Enfermedades del Apéndice K35-K38;T;Ambos sexos;10;De 85 a 89 años;8.44
1106 Enfermedades del Apéndice K35-K38;T;Ambos sexos;11;De 90 a 94 años;8.06
1106 Enfermedades del Apéndice K35-K38;T;Ambos sexos;12;De 95 y más años;20.50
1106 Enfermedades del Apéndice K35-K38;M;Hombres;T;Total grupos de edad;3.86
1106 Enfermedades del Apéndice K35-K38;M;Hombres;0;Menores de 1 año;0.00
1106 Enfermedades del Apéndice K35-K38;M;Hombres;1;De 1 a 4 años;6.17
1106 Enfermedades del Apéndice K35-K38;M;Hombres;2;De 5 a 14 años;4.42
1106 Enfermedades del Apéndice K35-K38;M;Hombres;3;De 15 a 24 años;3.05
1106 Enfermedades del Apéndice K35-K38;M;Hombres;4;De 25 a 34 años;2.68
1106 Enfermedades del Apéndice K35-K38;M;Hombres;5;De 35 a 44 años;3.25
1106 Enfermedades del Apéndice K35-K38;M;Hombres;6;De 45 a 54 años;4.21
1106 Enfermedades del Apéndice K35-K38;M;Hombres;7;De 55 a 64 años;3.90
1106 Enfermedades del Apéndice K35-K38;M;Hombres;8;De 65 a 74 años;7.23
1106 Enfermedades del Apéndice K35-K38;M;Hombres;9;De 75 a 84 años;6.78
1106 Enfermedades del Apéndice K35-K38;M;Hombres;10;De 85 a 89 años;5.29
1106 Enfermedades del Apéndice K35-K38;M;Hombres;11;De 90 a 94 años;0.00
1106 Enfermedades del Apéndice K35-K38;M;Hombres;12;De 95 y más años;0.00
1106 Enfermedades del Apéndice K35-K38;F;Mujeres;T;Total grupos de edad;3.61
1106 Enfermedades del Apéndice K35-K38;F;Mujeres;0;Menores de 1 año;0.00
1106 Enfermedades del Apéndice K35-K38;F;Mujeres;1;De 1 a 4 años;3.00
1106 Enfermedades del Apéndice K35-K38;F;Mujeres;2;De 5 a 14 años;4.04
1106 Enfermedades del Apéndice K35-K38;F;Mujeres;3;De 15 a 24 años;2.67
1106 Enfermedades del Apéndice K35-K38;F;Mujeres;4;De 25 a 34 años;2.87
1106 Enfermedades del Apéndice K35-K38;F;Mujeres;5;De 35 a 44 años;3.36
1106 Enfermedades del Apéndice K35-K38;F;Mujeres;6;De 45 a 54 años;3.45
1106 Enfermedades del Apéndice K35-K38;F;Mujeres;7;De 55 a 64 años;4.25
1106 Enfermedades del Apéndice K35-K38;F;Mujeres;8;De 65 a 74 años;4.84
1106 Enfermedades del Apéndice K35-K38;F;Mujeres;9;De 75 a 84 años;5.09
1106 Enfermedades del Apéndice K35-K38;F;Mujeres;10;De 85 a 89 años;9.83
1106 Enfermedades del Apéndice K35-K38;F;Mujeres;11;De 90 a 94 años;8.06
1106 Enfermedades del Apéndice K35-K38;F;Mujeres;12;De 95 y más años;20.50
1107 Hernia inguinal K40;T;Ambos sexos;T;Total grupos de edad;1.46
1107 Hernia inguinal K40;T;Ambos sexos;0;Menores de 1 año;3.89
1107 Hernia inguinal K40;T;Ambos sexos;1;De 1 a 4 años;1.32
1107 Hernia inguinal K40;T;Ambos sexos;2;De 5 a 14 años;1.56
1107 Hernia inguinal K40;T;Ambos sexos;3;De 15 a 24 años;1.13
1107 Hernia inguinal K40;T;Ambos sexos;4;De 25 a 34 años;1.29
1107 Hernia inguinal K40;T;Ambos sexos;5;De 35 a 44 años;1.15
1107 Hernia inguinal K40;T;Ambos sexos;6;De 45 a 54 años;1.23
1107 Hernia inguinal K40;T;Ambos sexos;7;De 55 a 64 años;1.38
1107 Hernia inguinal K40;T;Ambos sexos;8;De 65 a 74 años;1.35
1107 Hernia inguinal K40;T;Ambos sexos;9;De 75 a 84 años;1.85
1107 Hernia inguinal K40;T;Ambos sexos;10;De 85 a 89 años;2.68
1107 Hernia inguinal K40;T;Ambos sexos;11;De 90 a 94 años;1.60
1107 Hernia inguinal K40;T;Ambos sexos;12;De 95 y más años;6.00
1107 Hernia inguinal K40;M;Hombres;T;Total grupos de edad;1.42
1107 Hernia inguinal K40;M;Hombres;0;Menores de 1 año;4.00
1107 Hernia inguinal K40;M;Hombres;1;De 1 a 4 años;1.42
1107 Hernia inguinal K40;M;Hombres;2;De 5 a 14 años;1.25
1107 Hernia inguinal K40;M;Hombres;3;De 15 a 24 años;1.14
1107 Hernia inguinal K40;M;Hombres;4;De 25 a 34 años;1.28
1107 Hernia inguinal K40;M;Hombres;5;De 35 a 44 años;1.14
1107 Hernia inguinal K40;M;Hombres;6;De 45 a 54 años;1.19
1107 Hernia inguinal K40;M;Hombres;7;De 55 a 64 años;1.33
1107 Hernia inguinal K40;M;Hombres;8;De 65 a 74 años;1.36
1107 Hernia inguinal K40;M;Hombres;9;De 75 a 84 años;1.83
1107 Hernia inguinal K40;M;Hombres;10;De 85 a 89 años;2.28
1107 Hernia inguinal K40;M;Hombres;11;De 90 a 94 años;1.60
1107 Hernia inguinal K40;M;Hombres;12;De 95 y más años;0.00
1107 Hernia inguinal K40;F;Mujeres;T;Total grupos de edad;1.76
1107 Hernia inguinal K40;F;Mujeres;0;Menores de 1 año;2.00
1107 Hernia inguinal K40;F;Mujeres;1;De 1 a 4 años;1.14
1107 Hernia inguinal K40;F;Mujeres;2;De 5 a 14 años;1.80
